id,name,full_name,age,nationality,team_name,season
30776,C. Romero,Cristian Gabriel Romero,25,Argentina,Tottenham,2021
60353,M. Paskotši,Maksim Paskotši,20,Estonia,Tottenham,2021
149550,J. Tanganga,Japhet Manzambi Tanganga,24,England,Tottenham,2021
154800,M. Fagan-Walcott,Malachi Michael Fagan-Walcott,21,England,Tottenham,2021
273757,A. Devine,Alfie Sean Devine,19,England,Tottenham,2021
284414,R. Mundle,Romaine Lee Mundle,20,England,Tottenham,2021
284418,K. Cesay,Kallum Xzeiba Tracey Cesay,21,Sierra Leone,Tottenham,2021
302,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,32,Brazil,Liverpool,2021
306,Mohamed Salah,Mohamed Salah Hamed Mahrous Ghaly,31,Egypt,Liverpool,2021
1119,K. Ajer,Kristoffer Vassbakk Ajer,25,Norway,Brentford,2021
2489,L. Díaz,Luis Fernando Díaz Marulanda,26,Colombia,Liverpool,2021
2678,Diogo Jota,Diogo José Teixeira da Silva,27,Portugal,Liverpool,2021
2731,M. Jørgensen,Mathias Jattah-Njie Jørgensen,33,Denmark,Brentford,2021
15745,M. Rasmussen,Mads Roerslev Rasmussen,24,Denmark,Brentford,2021
15799,F. Onyeka,Ogochukwu  Frank Onyeka,25,Nigeria,Brentford,2021
18917,B. Mee,Ben Mee,34,England,Burnley,2021
19124,P. Jansson,Pontus Jansson,32,Sweden,Brentford,2021
19346,R. Henry,Rico Henry,26,England,Brentford,2021
19362,J. Dasilva,Pelenda Joshua Tunga Dasilva,25,England,Brentford,2021
19465,David Raya,David Raya Martin,28,Spain,Brentford,2021
19789,E. Pinnock,Ethan Rupert Pinnock,30,Jamaica,Brentford,2021
20110,S. Baptiste,Shandon Baptiste,25,Grenada,Brentford,2021
25073,V. Janelt,Vitaly Janelt,25,Germany,Brentford,2021
30407,C. Nørgaard,Christian Thers Nørgaard,29,Denmark,Brentford,2021
47438,M. Jensen,Mathias Jensen,27,Denmark,Brentford,2021
276263,F. Stevens,Finley Stevens,20,Wales,Brentford,2021
278041,M. Cox,Matthew Cox,20,England,Brentford,2021
190,Cédric Soares,Cédric Ricardo Alves Soares,32,Portugal,Arsenal,2021
259,Thiago Silva,Thiago Emiliano da Silva,39,Brazil,Chelsea,2021
899,Andreas Pereira,Andreas Hugo Hoelgebaum Pereira,27,Brazil,Manchester United,2021
1438,B. Leno,Bernd Leno,31,Germany,Arsenal,2021
2273,Kepa,Kepa Arrizabalaga Revuelta,29,Spain,Chelsea,2021
2294,Willian,Willian Borges da Silva,35,Brazil,Arsenal,2021
2699,S. Ghoddos,Sayed Saman Ghoddos,30,Iran,Brentford,2021
2933,B. Chilwell,Benjamin James Chilwell,27,England,Chelsea,2021
2986,É. Mendy,Édouard Osoque Mendy,31,Senegal,Chelsea,2021
18814,I. Diop,Issa Laye Lucas Jean Diop,26,France,West Ham,2021
18962,S. Duffy,Shane Patrick Michael Duffy,31,Republic of Ireland,Brighton,2021
19012,M. Bettinelli,Marcus Bettinelli,31,England,Chelsea,2021
19314,C. Carter-Vickers,Cameron Robert Carter-Vickers,26,USA,Tottenham,2021
19329,D. James,Daniel Owen James,26,Wales,Leeds,2021
19720,T. Chalobah,Trevoh Thomas Chalobah,24,England,Chelsea,2021
19974,I. Toney,Ivan Benjamin Elijah Toney,27,England,Brentford,2021
20589,B. Mbeumo,Bryan Tetsadong Marceau Mbeumo,24,Cameroon,Brentford,2021
20649,Y. Wissa,Yoane Wissa,27,Congo DR,Brentford,2021
152955,L. Bergström,Lucas Carl Edvard Bergström,21,Finland,Chelsea,2021
153261,N. Young-Coombes,Nathan Young-Coombes,20,England,Brentford,2021
17,C. Pulišić,Christian Mate Pulišić,25,USA,Chelsea,2021
548,H. Ziyech,Hakim Ziyech,30,Morocco,Chelsea,2021
645,R. Sterling,Raheem Shaquille Sterling,29,England,Manchester City,2021
978,K. Havertz,Kai Lukas Havertz,24,Germany,Chelsea,2021
1465,P. Aubameyang,Pierre-Emerick Emiliano Franço Aubameyang,34,Gabon,Arsenal,2021
2280,César Azpilicueta,César Azpilicueta Tanco,34,Spain,Chelsea,2021
2290,N. Kanté,N'Golo Kanté,32,France,Chelsea,2021
2291,M. Kovačić,Mateo Kovačić,29,Croatia,Chelsea,2021
2292,R. Loftus-Cheek,Ruben Ira Loftus-Cheek,27,England,Chelsea,2021
19072,T. Cantwell,Todd Owen Cantwell,25,England,Norwich,2021
19220,M. Mount,Mason Tony Mount,24,England,Chelsea,2021
19437,B. Davies,Benjamin Keith Davies,28,England,Liverpool,2021
19545,R. James,Reece James,24,England,Chelsea,2021
22094,W. Fofana,Wesley Tidjan Fofana,23,France,Leicester,2021
47380,Marc Cucurella,Marc Cucurella Saseta,25,Spain,Brighton,2021
67972,C. Gallagher,Conor John Gallagher,23,England,Crystal Palace,2021
138935,C. Chukwuemeka,Carney Chibueze Chukwuemeka,20,England,Aston Villa,2021
274550,H. Vale,Harvey James Vale,20,England,Chelsea,2021
284428,O. Giraud-Hutchinson,Omari Elijah Giraud-Hutchinson,20,Jamaica,Arsenal,2021
284492,L. Hall,Lewis Kieran Hall,19,England,Chelsea,2021
130,Nélson Semedo,Nélson Cabral Semedo,30,Portugal,Wolves,2021
1590,José Sá,José Pedro Malheiro de Sá,30,Portugal,Wolves,2021
1605,Daniel Podence,Daniel Castelo Podence,28,Portugal,Wolves,2021
1864,Pedro Neto,Pedro Lomba Neto,23,Portugal,Wolves,2021
2676,Rúben Neves,Rúben Diogo da Silva Neves,26,Portugal,Wolves,2021
2677,João Moutinho,João Filipe Iria Santos Moutinho,37,Portugal,Wolves,2021
2887,R. Jiménez,Raúl Alonso Jiménez Rodríguez,32,Mexico,Wolves,2021
17832,M. Pollock,Matthew William Pollock,22,England,Watford,2021
18740,Jonny Castro,Jonathan Castro Otto,29,Spain,Wolves,2021
18744,M. Kilman,Maximilian William Kilman,26,England,Wolves,2021
19147,C. Dawson,Craig Dawson,33,England,West Ham,2021
19495,N. Collins,Nathan Michael Collins,22,Republic of Ireland,Burnley,2021
21138,R. Aït-Nouri,Rayan Aït-Nouri,22,Algeria,Wolves,2021
24888,Hwang Hee-Chan,Hee-Chan Hwang,27,Korea Republic,Wolves,2021
41606,Toti,Tote António Gomes,24,Portugal,Wolves,2021
138822,A. Broja,Armando Broja,22,Albania,Southampton,2021
144741,L. Moulden,Louie Moulden,21,England,Wolves,2021
195962,Chiquinho,Francisco Jorge Tavares Oliveira,23,Portugal,Wolves,2021
280687,Hugo Bueno,Hugo Bueno López,21,Spain,Wolves,2021
284237,D. Lembikisa,Dexter Joeng Woo Lembikisa,20,Jamaica,Wolves,2021
253,A. Aréola,Alphonse Francis Aréola,30,France,West Ham,2021
665,M. Cornet,Gnaly Albert Maxwel Cornet,27,Côte d'Ivoire,Burnley,2021
1231,V. Coufal,Vladimír Coufal,31,Czech Republic,West Ham,2021
1243,T. Souček,Tomáš Souček,28,Czech Republic,West Ham,2021
1697,Pablo Fornals,Pablo Fornals Malla,27,Spain,West Ham,2021
2284,Emerson,Emerson Palmieri dos Santos,29,Italy,Chelsea,2021
2473,M. Lanzini,Manuel Lanzini,30,Argentina,West Ham,2021
2726,K. Zouma,Kurt Happy Zouma,29,France,West Ham,2021
2937,D. Rice,Declan Rice,24,England,West Ham,2021
2997,Ł. Fabiański,Łukasz Marek Fabiański,38,Poland,West Ham,2021
18753,Adama Traoré,Adama Traoré Diarra,27,Spain,Wolves,2021
18813,A. Cresswell,Aaron William Cresswell,34,England,West Ham,2021
18817,A. Ogbonna,Angelo Obinze Ogbonna,35,Italy,West Ham,2021
18819,M. Antonio,Michail Gregory Antonio,33,Jamaica,West Ham,2021
18823,B. Johnson,Benjamin Anthony Johnson,23,England,West Ham,2021
18955,D. Ings,Daniel William John Ings,31,England,Aston Villa,2021
19361,S. Benrahma,Mohamed Saïd Benrahma,28,Algeria,West Ham,2021
19428,J. Bowen,Jarrod Bowen,27,England,West Ham,2021
138893,D. Markanday,Dilan Kumar Markanday,22,England,Tottenham,2021
171059,J. Baptiste,Jamal Marcus Baptiste,20,England,West Ham,2021
1427,A. Lokonga,Albert-Mboyo Sambi Lokonga,24,Belgium,Arsenal,2021
2729,J. Andersen,Joachim Christian Andersen,27,Denmark,Crystal Palace,2021
3247,W. Zaha,Dazet Wilfried Armel Zaha,31,Côte d'Ivoire,Crystal Palace,2021
3428,J. Ayew,Jordan Pierre Ayew,32,Ghana,Crystal Palace,2021
18806,W. Hughes,William James Hughes,28,England,Crystal Palace,2021
18835,Guaita,Vicente Guaita Panadero,36,Spain,Crystal Palace,2021
18843,J. Schlupp,Jeffrey Schlupp,31,Ghana,Crystal Palace,2021
18844,J. Tomkins,James Oliver Charles Tomkins,34,England,Crystal Palace,2021
18847,J. Ward,Joel Edward Philip Ward,34,England,Crystal Palace,2021
18849,J. McArthur,James McFarlane McArthur,36,Scotland,Crystal Palace,2021
18852,L. Milivojević,Luka Milivojević,32,Serbia,Crystal Palace,2021
18853,J. Riedewald,Jaïro Jocquim Riedewald,27,Netherlands,Crystal Palace,2021
18862,N. Clyne,Nathaniel Edwin Clyne,32,England,Crystal Palace,2021
19586,E. Eze,Eberechi Oluchi Eze,25,England,Crystal Palace,2021
19617,M. Olise,Michael Akpovie Olise,22,France,Crystal Palace,2021
67971,M. Guéhi,Addji Keaninkin Marc-Israel Guéhi,23,England,Crystal Palace,2021
127605,N. Ferguson,Nathan Kirk-Patrick Ferguson,23,England,Crystal Palace,2021
182201,T. Mitchell,Tyrick Kwon Mitchell,24,England,Crystal Palace,2021
284311,T. Small,Thierry Small,19,England,Southampton,2021
284551,J. Wells-Morrison,Jack Campbell Wells-Morrison,19,England,Crystal Palace,2021
1135,O. Édouard,Odsonne Édouard,25,France,Crystal Palace,2021
1564,Junior Firpo,Héctor Junior Firpo Adames,27,Spain,Leeds,2021
18815,R. Fredericks,Ryan Marlowe Fredericks,31,England,West Ham,2021
18940,J. Stephens,Jack Stephens,29,England,Southampton,2021
19116,L. Ayling,Luke David Ayling,32,England,Leeds,2021
19118,L. Cooper,Liam David Ian Cooper,32,Scotland,Leeds,2021
19126,S. Dallas,Stuart Alan Dallas,32,Northern Ireland,Leeds,2021
19127,A. Forshaw,Adam John Forshaw,32,England,Leeds,2021
19128,J. Harrison,Jack David Harrison,27,England,Leeds,2021
19229,D. Randolph,Darren Edward Andrew Randolph,36,Republic of Ireland,West Ham,2021
20619,I. Meslier,Illan Stéphane Meslier,23,France,Leeds,2021
25927,J. Mateta,Jean-Philippe Mateta,26,France,Crystal Palace,2021
26238,R. Koch,Robin Leon Koch,27,Germany,Leeds,2021
39105,K. Klaesson,Kristoffer-August Sundquist Klaesson,23,Norway,Leeds,2021
44928,S. McKinstry,Stuart Adamson McKinstry,21,Scotland,Leeds,2021
64003,P. Struijk,Pascal Augustus Struijk,24,Netherlands,Leeds,2021
69257,J. Furlong,Walter James Byrne Furlong,21,Republic of Ireland,Brighton,2021
181827,C. Egan-Riley,Conrad Jaden Egan-Riley,20,England,Manchester City,2021
278235,K. Moore,Kristan Richard Moore,20,England,Leeds,2021
328089,A. Gray,Archie Gray,17,England,Leeds,2021
935,Rodrigo,Rodrigo Moreno Machado,32,Spain,Leeds,2021
2165,V. Mykolenko,Vitalii Mykolenko,24,Ukraine,Everton,2021
2484,Y. Mina,Yerry Fernando Mina González,29,Colombia,Everton,2021
2932,J. Pickford,Jordan Lee Pickford,29,England,Everton,2021
2934,M. Keane,Michael Vincent Keane,30,England,Everton,2021
2936,J. Tarkowski,James Alan Tarkowski,31,England,Burnley,2021
18741,C. Coady,Conor David Coady,30,England,Wolves,2021
18758,S. Coleman,Séamus Coleman,35,Republic of Ireland,Everton,2021
18854,A. Townsend,Andros Darryl Townsend,32,England,Everton,2021
18858,A. Begović,Asmir Begović,36,Bosnia and Herzegovina,Everton,2021
19073,B. Godfrey,Benjamin Matthew Godfrey,25,England,Everton,2021
19134,P. Bamford,Patrick James Bamford,30,England,Leeds,2021
19150,M. Holgate,Mason Anthony Holgate,27,England,Everton,2021
19684,R. Matthews,Remi Luke Matthews,29,England,Crystal Palace,2021
20224,A. Lonergan,Andrew Michael Lonergan,40,England,Everton,2021
37724,C. Summerville,Crysencio Jilbert Sylverio Cir Summerville,22,Netherlands,Leeds,2021
138417,N. Patterson,Nathan Kenneth Patterson,22,Scotland,Everton,2021
153400,S. Greenwood,Sam Greenwood,21,England,Leeds,2021
284327,R. Welch,Reece Belfield Welch,20,England,Everton,2021
284408,S. Perkins,Sonny Tufail Perkins,19,England,West Ham,2021
80,E. Dennis,Emmanuel Bonaventure Dennis,26,Nigeria,Watford,2021
2920,T. Castagne,Timothy Castagne,28,Belgium,Leicester,2021
2926,Y. Tielemans,Youri Marion Tielemans,26,Belgium,Leicester,2021
2991,C. Kouyaté,Cheikhou Kouyaté,34,Senegal,Crystal Palace,2021
3421,D. Amartey,Daniel Amartey,29,Ghana,Leicester,2021
18146,D. Ward,Daniel Ward,30,Wales,Leicester,2021
18771,Ricardo Pereira,Ricardo Domingos Barbosa Pereira,30,Portugal,Leicester,2021
18772,J. Evans,Jonathan Grant Evans,35,Northern Ireland,Leicester,2021
18776,Ç. Söyüncü,Çağlar Söyüncü,27,Türkiye,Leicester,2021
18778,H. Barnes,Harvey Lewis Barnes,26,England,Leicester,2021
18784,J. Maddison,James Daniel Maddison,27,England,Leicester,2021
18785,N. Mendy,Nampalys Mendy,31,Senegal,Leicester,2021
18786,W. Ndidi,Onyinye Wilfred Ndidi,27,Nigeria,Leicester,2021
18931,C. Wood,Christopher Grant Wood,32,New Zealand,Newcastle,2021
18936,R. Bertrand,Ryan Dominic Bertrand,34,England,Leicester,2021
18943,J. Vestergaard,Jannik Vestergaard,31,Denmark,Leicester,2021
19760,J. Justin,James Michael Justin,25,England,Leicester,2021
148099,K. Dewsbury-Hall,Kiernan Frank Dewsbury-Hall,25,England,Leicester,2021
152969,L. Thomas,Luke Jonathan Thomas,22,England,Leicester,2021
291107,N. Kenneh,Nohan Kenneh,20,Liberia,Leeds,2021
171,K. Walker-Peters,Kyle Leonardus Walker-Peters,26,England,Southampton,2021
1098,P. Daka,Patson Daka,25,Zambia,Leicester,2021
1456,A. Maitland-Niles,Ainsley Cory Maitland-Niles,26,England,Arsenal,2021
2114,M. Djenepo,Moussa Djenepo,25,Mali,Southampton,2021
2275,W. Caballero,Wilfredo Daniel Caballero Lazcano,42,Argentina,Southampton,2021
2778,K. Ịheanachọ,Kelechi Promise Ịheanachọ,27,Nigeria,Leicester,2021
2925,D. Praet,Dennis Pierre Jacques Albert Praet,29,Belgium,Leicester,2021
2938,J. Ward-Prowse,James Michael Edward Ward-Prowse,29,England,Southampton,2021
2999,J. Bednarek,Jan Kacper Bednarek,27,Poland,Southampton,2021
18788,J. Vardy,Jamie Richard Vardy,36,England,Leicester,2021
18935,A. McCarthy,Alex Simon McCarthy,34,England,Southampton,2021
18945,S. Armstrong,Stuart Armstrong,31,Scotland,Southampton,2021
18946,M. Elyounoussi,Mohamed Amine Elyounoussi,29,Norway,Southampton,2021
20557,I. Diallo,Ibrahima Diallo,24,France,Southampton,2021
20600,R. Perraud,Romain Paul Jean-Michel Perraud,26,France,Southampton,2021
22233,B. Soumaré,Boubakary Soumaré,24,France,Leicester,2021
30476,Lyanco,Lyanco Evangelista Silveira Neves Vojnović,26,Brazil,Southampton,2021
47480,M. Salisu,Mohammed Salisu Abdul Karim,24,Ghana,Southampton,2021
138929,L. Brunt,Lewis Brunt,23,England,Leicester,2021
158694,V. Livramento,Valentino Francisco Livramento,21,England,Southampton,2021
163,S. Aurier,Sèrge Alain Stéphane Aurier,31,Côte d'Ivoire,Tottenham,2021
895,J. Garner,James David Garner,22,England,Manchester United,2021
900,J. Lingard,Jesse Ellis Lingard,31,England,Manchester United,2021
1455,A. Iwobi,Alexander Chuka Iwobi,27,Nigeria,Everton,2021
18739,W. Boly,Willy-Arnaud Zobo Boly,32,Côte d'Ivoire,Wolves,2021
18746,M. Gibbs-White,Morgan Anthony Gibbs-White,23,England,Wolves,2021
18762,T. Davies,Thomas Davies,25,England,Everton,2021
18766,D. Calvert-Lewin,Dominic Nathaniel Calvert-Lewin,26,England,Everton,2021
18781,D. Gray,Demarai Ramelle Gray,27,England,Everton,2021
18836,W. Hennessey,Wayne Robert Hennessey,36,Wales,Burnley,2021
18904,J. Shelvey,Jonjo Shelvey,31,England,Newcastle,2021
18929,D. McNeil,Dwight James Matthew McNeil,24,England,Burnley,2021
19088,D. Henderson,Dean Bradley Henderson,26,England,Manchester United,2021
19364,N. Maupay,Neal Maupay,27,France,Brighton,2021
134428,B. Chrisene,Benjamin Joshua Chrisene,19,England,Aston Villa,2021
138780,N. Williams,Neco Shay Williams,22,Wales,Liverpool,2021
138786,E. Simms,Ellis Reco Simms,22,England,Everton,2021
278107,R. Alebiosu,Ryan Alebiosu,22,England,Arsenal,2021
284267,I. Price,Isaac Jude Price,20,Northern Ireland,Everton,2021
172,D. Alli,Bamidele Jermaine Alli,27,England,Everton,2021
274,E. Cavani,Edinson Roberto Cavani Gómez,36,Uruguay,Manchester United,2021
304,S. Mané,Sadio Mané,31,Senegal,Liverpool,2021
855,João Cancelo,João Pedro Cavaco Cancelo,29,Portugal,Manchester City,2021
901,Mata,Juan Manuel Mata García,35,Spain,Manchester United,2021
1166,T. Werner,Timo Werner,27,Germany,Chelsea,2021
2298,C. Hudson-Odoi,Callum James Hudson-Odoi,23,England,Chelsea,2021
2664,Trézéguet,Mahmoud Ahmed Ibrahim Hassan,29,Egypt,Aston Villa,2021
2716,R. Saïss,Romain Ghanem Paul Saïss,33,Morocco,Wolves,2021
2784,R. Rúnarsson,Rúnar Alex Rúnarsson,28,Iceland,Arsenal,2021
3240,J. Gbamin,Jean-Philippe Gbamin,28,Côte d'Ivoire,Everton,2021
18768,C. Tosun,Cenk Tosun,32,Türkiye,Everton,2021
18816,A. Masuaku,Fuka-Arthur Masuaku Kawela,30,Congo DR,West Ham,2021
18881,J. King,Joshua Christian Kojo King,31,Norway,Watford,2021
18948,N. Redmond,Nathan Daniel Jerome Redmond,29,England,Southampton,2021
25324,M. Rashica,Milot Rashica,27,Kosovo,Norwich,2021
31023,J. Kucka,Juraj Kucka,36,Slovakia,Watford,2021
43071,T. Băluţă,Tudor Cristian Băluţă,24,Romania,Brighton,2021
47016,Álvaro Fernández,Álvaro Fernández Llorente,25,Spain,Brentford,2021
156490,N. Nkounkou,Niels Patrick Nkounkou,23,France,Everton,2021
1234,A. Král,Alex Král,25,Czech Republic,West Ham,2021
1735,A. Firth,Andrew Firth,27,England,Partick,2021
15430,K. Holt,Kevin Holt,30,Scotland,Partick,2021
18760,J. Kenny,Jonjoe Kenny,26,England,Everton,2021
18930,M. Vydra,Matěj Vydra,31,Czech Republic,Burnley,2021
20220,A. Jakubiak,Alexander Louis Jakubiak,27,Scotland,Partick,2021
20328,S. Hendrie,Stephen Hendrie,28,Scotland,Partick,2021
26300,O. Kabak,Ozan Muhammed Kabak,23,Türkiye,Norwich,2021
44953,S. Tiffoney,Scott Tiffoney,25,Scotland,Partick,2021
45117,C. Smith,Cameron Smith,28,Scotland,Partick,2021
45163,R. Crawford,Robert Crawford,29,Scotland,Partick,2021
45164,R. Docherty,Ross David Longwell Docherty,30,Scotland,Partick,2021
45204,J. Sneddon,Jamie Sneddon,26,Scotland,Partick,2021
45213,S. Bannigan,Stuart Bannigan,31,Scotland,Partick,2021
45285,D. Brownlie,Darren Brownlie,29,Scotland,Partick,2021
45309,C. Murray,Connor Murray,26,Scotland,Partick,2021
45325,C. McKenna,Ciaran McKenna,25,Scotland,Partick,2021
108555,K. Turner,Kyle Turner,26,Scotland,Partick,2021
278108,A. Kirk,Alexander Michael Kirk,21,England,Arsenal,2021
284373,L. De Bolle,Lucas De Bolle,21,Scotland,Newcastle,2021
84,Wesley Moraes,Wesley Moraes Ferreira da Silva,27,Brazil,Aston Villa,2021
517,J. Rodríguez,James David Rodríguez Rubio,32,Colombia,Everton,2021
720,L. Rupp,Lukas Rupp,32,Germany,Norwich,2021
885,E. Bailly,Eric Bertrand Bailly,29,Côte d'Ivoire,Manchester United,2021
1439,Héctor Bellerín,Héctor Bellerín Moruno,28,Spain,Arsenal,2021
1853,Bruno Jordão,Bruno André Cavaco Jordão,25,Portugal,Wolves,2021
2774,O. Etebo,Oghenekaro Peter Etebo,28,Nigeria,Watford,2021
17715,S. Alzate,Steven Alzate,25,Colombia,Brighton,2021
18810,A. Gray,Andre Anthony Gray,32,Jamaica,Watford,2021
18978,F. Andone,Florin Andone,30,Romania,Brighton,2021
19352,Sergi Canós,Sergi Canós Tenes,26,Spain,Brentford,2021
30503,N. Nkoulou,Nicolas Julio Nkoulou Ndoubena,33,Cameroon,Watford,2021
41112,Trincão,Francisco António Machado Mota Castro Trincão,24,Portugal,Wolves,2021
50075,S. Perica,Stipe Perica,28,Croatia,Watford,2021
138874,A. Tsoungui,Antef Tsoungui,21,England,Brighton,2021
152963,O. Otasowie,Ebeguowen Otasowie,22,USA,Wolves,2021
270139,J. O&apos;Brien,Jake O'Brien,22,Republic of Ireland,Swindon Town,2021
280963,J. Alegría,Juan Diego Alegría Arango,21,Colombia,Partick,2021
284061,M. Flores,Marcelo Flores Dorrell,20,Mexico,Arsenal,2021
309815,T. Çukur,Tiago Süer Barbaros Çukur,21,Türkiye,Watford,2021
179,M. Sissoko,Moussa Sissoko,34,France,Watford,2021
1101,T. Minamino,Takumi Minamino,28,Japan,Liverpool,2021
1442,S. Kolašinac,Sead Kolašinac,30,Bosnia and Herzegovina,Arsenal,2021
1467,A. Lacazette,Alexandre Lacazette,32,France,Arsenal,2021
1914,M. Sanson,Morgan Stéphane Sanson,29,France,Aston Villa,2021
2287,R. Barkley,Ross Barkley,30,England,Chelsea,2021
2728,K. Schmeichel,Kasper Peter Schmeichel,37,Denmark,Leicester,2021
3246,N. Pépé,Nicolas Pépé,28,Côte d'Ivoire,Arsenal,2021
17661,J. Branthwaite,Jarrad Paul Branthwaite,21,England,Everton,2021
18765,André Gomes,André Filipe Tavares Gomes,30,Portugal,Everton,2021
18942,Y. Valery,Yan Valery,24,Tunisia,Southampton,2021
19321,J. Rodon,Joseph Peter Rodon,26,Wales,Tottenham,2021
19347,J. Jeanvier,Julian Marc Jeanvier,31,Guinea,Brentford,2021
21636,F. Guilbert,Frédéric Guilbert,29,France,Aston Villa,2021
22166,M. Sarr,Malang Mamadou William Georges Sarr,24,France,Chelsea,2021
22170,P. Lees-Melou,Pierre Lees-Melou,30,France,Norwich,2021
41577,Nuno Tavares,Nuno Albertino Varela Tavares,23,Portugal,Arsenal,2021
48649,A. Zeqiri,Andi Avdi Zeqiri,24,Switzerland,Brighton,2021
138835,F. Balogun,Folarin Jerry Balogun,22,England,Arsenal,2021
231062,A. Okonkwo,Arthur Chukwuezugo Okonkwo,22,England,Arsenal,2021
244,S. Bergwijn,Steven Charles Bergwijn,26,Netherlands,Tottenham,2021
307,X. Shaqiri,Xherdan Shaqiri,32,Switzerland,Liverpool,2021
326,Allan,Allan Marques Loureiro,32,Brazil,Everton,2021
625,P. Sandler,Philippe Sandler,26,Netherlands,Manchester City,2021
2461,S. Rondón,José Salomón Rondón Giménez,34,Venezuela,Everton,2021
2928,C. Benteke,Christian Benteke Liolo,33,Belgium,Crystal Palace,2021
3008,M. Klich,Mateusz Andrzej Klich,33,Poland,Leeds,2021
18755,João Virgínia,João Manuel Neves Virgínia,24,Portugal,Everton,2021
18800,Marc Navarro,Marc Navarro Ceciliano,28,Spain,Watford,2021
18834,A. Yarmolenko,Andrii Yarmolenko,34,Ukraine,West Ham,2021
18893,F. Fernández,Federico Fernández,34,Argentina,Newcastle,2021
19195,A. El Ghazi,Anwar El Ghazi,28,Netherlands,Everton,2021
19345,M. Sørensen,Mads Bech Sørensen,24,Denmark,Brentford,2021
37276,K. Scherpen,Kjell Scherpen,23,Netherlands,Brighton,2021
38781,X. Mbuyamba,Xavier Tshimanga Kamaluba Mbuyamba,22,Netherlands,Chelsea,2021
47582,J. Hernández,Juan Camilo Hernández Suárez,24,Colombia,Watford,2021
129791,Fábio Silva,Fábio Daniel Soares Silva,21,Portugal,Wolves,2021
181420,J. Alvarado,Jaime Alberto Alvarado Hoyos,24,Colombia,Watford,2021
195717,Y. Mosquera,Yerson Mosquera Valdelamar,22,Colombia,Wolves,2021
283026,M. Biereth,Mika Miles Biereth,20,Denmark,Arsenal,2021
18770,E. Jakupovic,Eldin Jakupovic,39,Switzerland,Leicester,2021
18926,A. Westwood,Ashley Roy Westwood,33,England,Burnley,2021
